workerID,taskID,response,goldLabel,taskContent
14031300,238841904,1,1,mention_ hungri w 3ndi akl ywnum2lo 3shan sandi elzft
14512675,238841904,0,1,mention_ hungri w 3ndi akl ywnum2lo 3shan sandi elzft
14888550,238841905,0,0,presidenti courag mitt romney refus talk fema hurrican sandi event url_ via mention_
14545842,238841905,0,0,presidenti courag mitt romney refus talk fema hurrican sandi event url_ via mention_
14893322,238841905,0,0,presidenti courag mitt romney refus talk fema hurrican sandi event url_ via mention_
14425455,238841906,0,1,rt mention_ crazi pic hurricanesandi sandi statueofliberti nyc storm damn wow rain instago photooftheday url_
13637820,238841906,1,1,rt mention_ crazi pic hurricanesandi sandi statueofliberti nyc storm damn wow rain instago photooftheday url_
13024538,238841906,1,1,rt mention_ crazi pic hurricanesandi sandi statueofliberti nyc storm damn wow rain instago photooftheday url_
14512675,238841907,0,1,peopl insid hurrican sandi still blog would probabl
14893322,238841907,0,1,peopl insid hurrican sandi still blog would probabl
14031300,238841907,1,1,peopl insid hurrican sandi still blog would probabl
14545842,238841908,0,1,rt mention_ appar song call sandi wud soon record
14425455,238841908,0,1,rt mention_ appar song call sandi wud soon record
14031300,238841908,1,1,rt mention_ appar song call sandi wud soon record
14031300,238841909,1,1,rt mention_ everyon throw yolo around time better outsid hurrican sandi hit toronto storm moneywheremouthi num4
14512675,238841909,0,1,rt mention_ everyon throw yolo around time better outsid hurrican sandi hit toronto storm moneywheremouthi num4
14343804,238841909,0,1,rt mention_ everyon throw yolo around time better outsid hurrican sandi hit toronto storm moneywheremouthi num4
13441146,238841910,0,0,1st hurrican sandi arsen hammer read star war num stay safe everybodi start end world ...
10491104,238841910,0,0,1st hurrican sandi arsen hammer read star war num stay safe everybodi start end world ...
13717277,238841910,0,0,1st hurrican sandi arsen hammer read star war num stay safe everybodi start end world ...
13441146,238841911,0,0,rt mention_ mention_ surviv hurrican sandi thank current seem struggl hurrican read
14545842,238841911,0,0,rt mention_ mention_ surviv hurrican sandi thank current seem struggl hurrican read
12973811,238841911,0,0,rt mention_ mention_ surviv hurrican sandi thank current seem struggl hurrican read
14512675,238841912,0,0,mention_ chanc would radio sesh wrek atlanta tomorrow xl gon na set someth sandi
14893322,238841912,0,0,mention_ chanc would radio sesh wrek atlanta tomorrow xl gon na set someth sandi
13608190,238841912,0,0,mention_ chanc would radio sesh wrek atlanta tomorrow xl gon na set someth sandi
14031300,238841913,0,1,rt mention_ rainbow today 's nyc sky offer glimps hope hurrican sandi url_
4911269,238841913,1,1,rt mention_ rainbow today 's nyc sky offer glimps hope hurrican sandi url_
14545842,238841913,0,1,rt mention_ rainbow today 's nyc sky offer glimps hope hurrican sandi url_
4911269,238841914,1,1,rt mention_ nyc sandi url_
13441146,238841914,1,1,rt mention_ nyc sandi url_
14343804,238841914,0,1,rt mention_ nyc sandi url_
14031300,238841915,1,1,rt mention_ gate cnum2 laguardia airport mt mention_ recov hurrican sandi url_
12973811,238841915,1,1,rt mention_ gate cnum2 laguardia airport mt mention_ recov hurrican sandi url_
13717277,238841915,0,1,rt mention_ gate cnum2 laguardia airport mt mention_ recov hurrican sandi url_
13441146,238841915,1,1,rt mention_ gate cnum2 laguardia airport mt mention_ recov hurrican sandi url_
13608190,238841915,0,1,rt mention_ gate cnum2 laguardia airport mt mention_ recov hurrican sandi url_
14425455,238841915,0,1,rt mention_ gate cnum2 laguardia airport mt mention_ recov hurrican sandi url_
13063182,238841916,0,0,rt mention_ efectivament ya estaaaan todo listo en nyc para la llegada del huracaaaan sandi expectaciaa_n maaaaxima url_
14425455,238841916,0,0,rt mention_ efectivament ya estaaaan todo listo en nyc para la llegada del huracaaaan sandi expectaciaa_n maaaaxima url_
13441146,238841916,0,0,rt mention_ efectivament ya estaaaan todo listo en nyc para la llegada del huracaaaan sandi expectaciaa_n maaaaxima url_
14512675,238841917,0,0,world vision fundrais 's state suppli damag hurrican sandi bad manag wast money vulnerabil store
14893322,238841917,0,0,world vision fundrais 's state suppli damag hurrican sandi bad manag wast money vulnerabil store
12973811,238841917,0,0,world vision fundrais 's state suppli damag hurrican sandi bad manag wast money vulnerabil store
14512675,238841918,0,1,superstorm sandi nyc pray unit state america
14031300,238841918,1,1,superstorm sandi nyc pray unit state america
14545842,238841918,0,1,superstorm sandi nyc pray unit state america
14031300,238841919,1,1,rt mention_ hurrican sandi not yo thang
13441146,238841919,0,1,rt mention_ hurrican sandi not yo thang
14343804,238841919,0,1,rt mention_ hurrican sandi not yo thang
14893322,238841919,0,1,rt mention_ hurrican sandi not yo thang
13717277,238841920,0,0,rt mention_ video hurrican sandi damag new york 's south ferri whitehal st subway station mention_ url_
14888550,238841920,0,0,rt mention_ video hurrican sandi damag new york 's south ferri whitehal st subway station mention_ url_
13637820,238841920,0,0,rt mention_ video hurrican sandi damag new york 's south ferri whitehal st subway station mention_ url_
14893322,238841921,0,0,no life rt mention_ someon realli made hurrican sandi twitter page tht shxt num3k follow
14512675,238841921,0,0,no life rt mention_ someon realli made hurrican sandi twitter page tht shxt num3k follow
14452255,238841921,0,0,no life rt mention_ someon realli made hurrican sandi twitter page tht shxt num3k follow
11092052,238841922,0,1,video confirm lbi hous least still stand area devast lbi sandi url_
14512675,238841922,0,1,video confirm lbi hous least still stand area devast lbi sandi url_
13441146,238841922,1,1,video confirm lbi hous least still stand area devast lbi sandi url_
14893322,238841923,0,0,rt mention_ americanapparel receiv backlash latest promot ... compani apolog sandi rgv url_
14512675,238841923,0,0,rt mention_ americanapparel receiv backlash latest promot ... compani apolog sandi rgv url_
13024538,238841923,0,0,rt mention_ americanapparel receiv backlash latest promot ... compani apolog sandi rgv url_
14893322,238841924,0,0,rt mention_ meteoraa_logo creen que sandi tendraaaa efecto devastador
14425455,238841924,0,0,rt mention_ meteoraa_logo creen que sandi tendraaaa efecto devastador
14545842,238841924,0,0,rt mention_ meteoraa_logo creen que sandi tendraaaa efecto devastador
14512675,238841925,0,0,rt mention_ bloomberg say power could out part nyc three day num5 current go without sandi
14893322,238841925,0,0,rt mention_ bloomberg say power could out part nyc three day num5 current go without sandi
4911269,238841925,0,0,rt mention_ bloomberg say power could out part nyc three day num5 current go without sandi
14512675,238841926,0,1,rt mention_ mention_ piersi go stand top empir state build start waffl hot air deflect sandi
14031300,238841926,1,1,rt mention_ mention_ piersi go stand top empir state build start waffl hot air deflect sandi
4911269,238841926,0,1,rt mention_ mention_ piersi go stand top empir state build start waffl hot air deflect sandi
13717277,238841926,0,1,rt mention_ mention_ piersi go stand top empir state build start waffl hot air deflect sandi
14893322,238841927,0,0,mention_ mention_ say irish mad ... .. sandi nyc url_
