workerID,taskID,response,goldLabel,taskContent
031b46ddd64f000dc2f9b6a56134f5a9,25448245,0,0,object first evalu clinic effect virtual realiti vr -base telerehabilit program balanc recoveri individu hemiparesi stroke comparison in-clin program second compar subject experi third contrast cost program design single-blind random control trial set neurorehabilit unit particip chronic outpati stroke n=num2 residu hemiparesi intervent twenti num2-minut train session telerehabilit system conduct num time week clinic home main outcom measur first berg balanc scale balanc assess performance-ori mobil assess balanc gait subscal brunel balanc assess secondari outcom measur clinic assess conduct baselin num week posttreat num2 week follow-up second system usabl scale intrins motiv inventori subject experi third cost dollar result signific improv group in-clin group control home-bas telerehabilit group initi final assess berg balanc scale inum2inum2p num =.num2 p=.num3 balanc inum2inum2p num =.num2 p=.num3 gait inum2inum2p num =.num2 p=.num3 subscal tinetti performance-ori mobil assess brunel balanc assess control inum2inum2 num =num2num p=.num3 experiment inum2inum2 num =num2num p=.num3 no signific differ found group balanc scale feedback questionnair regard subject experi group consid vr system similarli usabl motiv in-clin intervent result expens telerehabilit intervent num3numnum2 per person conclus first vr-base telerehabilit intervent promot reacquisit locomotor skill associ balanc way in-clin intervent complement convent therapi program second usabl motiv use num intervent similar third telerehabilit intervent involv save vari depend scenario copyright inum2inum2 num4 american congress rehabilit medicin publish elsevi inc. right reserv
031b46ddd64f000dc2f9b6a56134f5a9,29142090,1,0,object compar effect upper extrem virtual realiti rehabilit train vr time-match convent train ct subacut phase stroke method random control single-blind phase iii multicent trial num3 particip upper extrem motor impair within num2 week stroke consecut includ num rehabilit institut particip random either vr ct adjunct standard rehabilit stratifi accord mild moder sever hand paresi defin inum2inum2inum4 degre wrist num2 degre finger extens less respect train compris minimum sixteen num2-minut session num week primari outcom measur action research arm test arat secondari outcom measur box block test function independ measur patient assess baselin intervent num-month follow-up result mean time stroke onset vr group num2 sd num2 day ct group num2 sd num2 day no between-group differ outcom measur improv upper extrem motor function assess arat similar postintervent p numnum3 follow-up p numnum3 assess patient vr improv num2 sd num2 point baselin postintervent assess num2 sd num2 point baselin follow-up patient ct improv num2 sd num2 num2 sd num2 point respect improv also similar subgroup analysi mild moder sever upper extrem paresi conclus addit upper extrem vr train not superior equal effect addit ct subacut phase stroke vr may constitut motiv train altern supplement standard rehabilit clinicaltrialsgov identifi nctnum5 classif evid studi provid class evid patient upper extrem motor impair stroke compar convent train vr train not lead signific differ upper extrem function improv inum2inum2 num4 american academi neurolog
cb9e531a4be6ec13714e22a001f0ae56,23501585,0,0,prescrib pharmacotherapi older individu intellectu disabl id complex process possibl lead increas risk prescript error object studi num determin preval older individu intellectu disabl least one prescript error num identifi potenti risk factor prescript error age gender bodi mass index bmi frailti index level intellectu disabl live situat studi popul consist num3 older num2 year individu id use one drug randomli select studi cohort healthi age intellectu disabl ha-id studi medic use time measur screen error hospit pharmacist/clin pharmacologist master 's student pharmaci use consensu methodolog particip one prescript error compar particip without prescript error multivari logist regress identifi potenti risk factor preval individu one prescript error num2num num3 num3 individu num2 confid interv ci num2-num2 relev error defin error actual requir chang pharmacotherapi identifi num2num individu num3 num3 individu num2 ci num2-num2 higher age adjust odd ratio adj numnum2 num2 ci numnum2-numnum2 less sever intellectu disabl moder adj numnum2 num2 ci numnum2-numnum2 sever adj numnum2 num2 ci numnum2-numnum2 higher bmi adj numnum2 num2 ci numnum2-numnum2 higher frailti index numnum2-numnum2 adj num num2 ci numnum2-numnum2 numnum2 adj num num2 ci numnum2-num2numnum2 polypharmaci adj numnum2 num2 ci numnum2-num2numnum2 use medicin act central nervou system adj numnum2 num2 ci numnum2-numnum2 independ associ occurr prescript error intervent target high risk patient design implement improv pharmacotherapi older individu intellectu disabl copyright num4 elsevi ltd. right reserv
cb9e531a4be6ec13714e22a001f0ae56,25241921,0,0,pressur ulcer one common caus morbid mortal rehospit live spinal cord injuri sci literatur examin risk recurr pressur ulcer pru primarili focus nurs home elderli not sci num3 factor increas pru risk identifi yet unlik elderli incur pressur ulcer nurs home hospit person sci develop pressur ulcer outpati resid commun veteran health administr vha provid medic care larg number person chronic sci includ vha sci model chronic diseas manag provis annual comprehens prevent health evalu tool potenti identifi individu high risk pru research motiv clinic observ individu appear protect develop pru despit appar 'riski behavior other develop pru despit vigil use current known prevent measur limit literatur regard protect factor specif risk factor reduc pru occurr commun dwell person chronic sci not delin purpos studi examin preliminari hypothesi biolog and/or psychosoci factor increas reduc vulner pru among person sci limit number refin hypothes gener test prospect fashion retrospect cross-sect survey num3 randomli select veteran sci undergo comprehens health prevent evalu year num4 perform factor differ patient num num anum3 pru identifi stratifi emphasi modifi risk factor three hypothes gener studi warrant investig num cumul smoke histori increas risk pru independ co-morbid num moder overweight bmi num2 without spastic modifi factor may protect num increas use caregiv not reduc pru risk prospect studi focu hypothes lead evidence-bas risk assess tool custom intervent prevent pru person sci outpati set copyright num4 elsevi ltd. right reserv
cb9e531a4be6ec13714e22a001f0ae56,26925955,0,0,background multipl sclerosi ms multi-foc progress disord central nervou system often result divers clinic manifest imbal appear peopl multipl sclerosi pwm popular balanc train tool virtual realiti vr sever advantag includ increas complianc user satisfact therefor aim pilot rct trial registr number date isrctnnum5 num2/num2/num4 examin efficaci num-week vr balanc train program use comput assist rehabilit environ caren system motek medic bv amsterdam netherland balanc measur pwm result compar convent balanc exercis group secondari aim includ impact program fear fall method thirty-two pwm equal random vr intervent group control group group receiv balanc train session num consecut week two session per week num2inum2inum2min session clinic balanc test instrument posturographi outcom measur collect upon initi intervent program termin result final analysi includ num2 patient num2 femal num2 male mean age snumd inum2inum2inum2=inum2inum2inum4num num2num year mean edss snumd inum2inum2inum2=inum2inum2inum3num num mean diseas durat snumd inum2inum2inum2=inum2inum2inum4num num year group show main effect time center pressur cop path length eye open finum2inum2inum2=inum2inum2inum3numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 sway rate eye open finum2inum2inum2=inum2inum2inum3numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 function reach test finum2inum2inum2=inum2inum2inum4numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 four squar step test finum2inum2inum2=inum2inum2inum3numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 fear fall self-report questionnair finum2inum2inum2=inum2inum2inum4numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 addit signific differ favor vr program observ group x time interact function reach test finum2inum2inum2=inum2inum2inum4numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 fear fall finum2inum2inum2=inum2inum2inum3numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 conclus demonstr balanc train base caren devic effect method balanc train pwm
cf7cd0d9206872916edcf8152501adf6,26925955,1,0,background multipl sclerosi ms multi-foc progress disord central nervou system often result divers clinic manifest imbal appear peopl multipl sclerosi pwm popular balanc train tool virtual realiti vr sever advantag includ increas complianc user satisfact therefor aim pilot rct trial registr number date isrctnnum5 num2/num2/num4 examin efficaci num-week vr balanc train program use comput assist rehabilit environ caren system motek medic bv amsterdam netherland balanc measur pwm result compar convent balanc exercis group secondari aim includ impact program fear fall method thirty-two pwm equal random vr intervent group control group group receiv balanc train session num consecut week two session per week num2inum2inum2min session clinic balanc test instrument posturographi outcom measur collect upon initi intervent program termin result final analysi includ num2 patient num2 femal num2 male mean age snumd inum2inum2inum2=inum2inum2inum4num num2num year mean edss snumd inum2inum2inum2=inum2inum2inum3num num mean diseas durat snumd inum2inum2inum2=inum2inum2inum4num num year group show main effect time center pressur cop path length eye open finum2inum2inum2=inum2inum2inum3numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 sway rate eye open finum2inum2inum2=inum2inum2inum3numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 function reach test finum2inum2inum2=inum2inum2inum4numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 four squar step test finum2inum2inum2=inum2inum2inum3numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 fear fall self-report questionnair finum2inum2inum2=inum2inum2inum4numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 addit signific differ favor vr program observ group x time interact function reach test finum2inum2inum2=inum2inum2inum4numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 fear fall finum2inum2inum2=inum2inum2inum3numnum3 pinum2inum2inum2=inum2inum2inum2numnum3 conclus demonstr balanc train base caren devic effect method balanc train pwm
cf7cd0d9206872916edcf8152501adf6,23501585,1,0,prescrib pharmacotherapi older individu intellectu disabl id complex process possibl lead increas risk prescript error object studi num determin preval older individu intellectu disabl least one prescript error num identifi potenti risk factor prescript error age gender bodi mass index bmi frailti index level intellectu disabl live situat studi popul consist num3 older num2 year individu id use one drug randomli select studi cohort healthi age intellectu disabl ha-id studi medic use time measur screen error hospit pharmacist/clin pharmacologist master 's student pharmaci use consensu methodolog particip one prescript error compar particip without prescript error multivari logist regress identifi potenti risk factor preval individu one prescript error num2num num3 num3 individu num2 confid interv ci num2-num2 relev error defin error actual requir chang pharmacotherapi identifi num2num individu num3 num3 individu num2 ci num2-num2 higher age adjust odd ratio adj numnum2 num2 ci numnum2-numnum2 less sever intellectu disabl moder adj numnum2 num2 ci numnum2-numnum2 sever adj numnum2 num2 ci numnum2-numnum2 higher bmi adj numnum2 num2 ci numnum2-numnum2 higher frailti index numnum2-numnum2 adj num num2 ci numnum2-numnum2 numnum2 adj num num2 ci numnum2-num2numnum2 polypharmaci adj numnum2 num2 ci numnum2-num2numnum2 use medicin act central nervou system adj numnum2 num2 ci numnum2-numnum2 independ associ occurr prescript error intervent target high risk patient design implement improv pharmacotherapi older individu intellectu disabl copyright num4 elsevi ltd. right reserv
cf7cd0d9206872916edcf8152501adf6,25241921,0,0,pressur ulcer one common caus morbid mortal rehospit live spinal cord injuri sci literatur examin risk recurr pressur ulcer pru primarili focus nurs home elderli not sci num3 factor increas pru risk identifi yet unlik elderli incur pressur ulcer nurs home hospit person sci develop pressur ulcer outpati resid commun veteran health administr vha provid medic care larg number person chronic sci includ vha sci model chronic diseas manag provis annual comprehens prevent health evalu tool potenti identifi individu high risk pru research motiv clinic observ individu appear protect develop pru despit appar 'riski behavior other develop pru despit vigil use current known prevent measur limit literatur regard protect factor specif risk factor reduc pru occurr commun dwell person chronic sci not delin purpos studi examin preliminari hypothesi biolog and/or psychosoci factor increas reduc vulner pru among person sci limit number refin hypothes gener test prospect fashion retrospect cross-sect survey num3 randomli select veteran sci undergo comprehens health prevent evalu year num4 perform factor differ patient num num anum3 pru identifi stratifi emphasi modifi risk factor three hypothes gener studi warrant investig num cumul smoke histori increas risk pru independ co-morbid num moder overweight bmi num2 without spastic modifi factor may protect num increas use caregiv not reduc pru risk prospect studi focu hypothes lead evidence-bas risk assess tool custom intervent prevent pru person sci outpati set copyright num4 elsevi ltd. right reserv
c25d05b0696813c7eeef600f2557d4c8,1054,1,1,stroke surgeri degen diseas impair motor abil balanc long-term rehabilit often way recov complet possibl lost skill effect type rehabilit follow three main rule first rehabilit exercis abl keep patient 's motiv high second exercis customiz depend patient 's need third patient 's perform evalu object inume. measur patient 's movement respect optim refer model meet report requir paper interact low-cost full bodi rehabilit framework gener 3d immers seriou game propos framework combin two natur user interfac nui hand bodi model respect head mount display hmd provid patient interact highli defin virtual environ play stimul rehabilit exercis paper present overal architectur framework includ environ gener pilot seriou game main featur use hand bodi model effect propos system shown group ninety-two patient first stage pool seven rehabilit therapist evalu result patient basi three refer rehabilit exercis confirm signific gradual recoveri patientsa skill moreov feedback receiv therapist patient use system point out remark result term motiv usabl custom second stage compar current state-of-the-art rehabilit area propos system observ latter consid concret contribut term versatil immers novelti final stage train gate recurr unit recurr neural network gru-rnn healthi subject inume. baselin also provid refer model object evalu degre patientsa perform estim effect last aspect propos approach use ntu rgb action recognit dataset obtain compar result current literatur action recognit
c25d05b0696813c7eeef600f2557d4c8,28333997,1,1,object transfer motor skill ultim goal motor train rehabilit practic children development coordin disord dcd littl known skill transfer train situat real life context studi examin influenc two type practic transfer motor skill acquir virtual realiti vr environ method one hundr eleven children dcd typic develop td peer age num-num2 year num sd num randomli assign either variabl n num2 repetit practic n num2 particip repetit practic play exergam ski slalom twice weekli num2 minut period num week variabl group play num2 differ game motor skill balanc task hop run agil task ball skill function activ evalu num week train result anova repeat measur indic dcd td children demonstr transfer effect real life skill ident non-ident element exactli rate irrespect type practic assign conclus base find conclud motor skill acquir vr environ transfer real world context similar proport td dcd children type practic adopt not seem influenc children 's abil transfer skill acquir exergam life situat number ident element
c25d05b0696813c7eeef600f2557d4c8,27418422,1,1,purpos purpos studi evalu three-dimension virtual realiti system vestibular rehabilit patient intract mania 's diseas chronic vestibular dysfunct method includ num2 patient num2 studi num2 control chronic imbal problem caus uncompens mania 's diseas virtual realiti vestibular rehabilit compris four train task modifi cawthorne-cooksey exercis eye head extens coordin exercis perform six train session num week measur task score balanc paramet obtain baselin final train session compar result signific improv observ extens coordin score patient earli stage mania 's diseas significantli greater improv center graviti sway trajectori excurs mediolater direct patient late stage mania 's diseas mild function disabl attribut mania 's diseas predictor improv statokinesigram maximum trajectori excurs anteroposterior direct rehabilit control group show no signific improv almost paramet conclus virtual realiti vestibular rehabilit may use patient mania 's diseas particular earli stage mild function disabl implic rehabilit chronic imbal caus uncompens mania 's diseas indic vestibular rehabilit interact virtual realiti video game integr vestibular rehabilit exercis protocol may assist patient mild disabl mania 's diseas not benefit treatment drug surgeri initi data studi support applic three-dimension virtual realiti technolog vestibular rehabilit program technolog give profession new tool guid patient vestibular rehabilit exercis three-dimension virtual realiti video game play virtual realiti vestibular exercis game provid patient step-wis interact dynam three-dimension interest rehabilit environ
661f1581541cba5a0803320c64f2801f,27418422,1,1,purpos purpos studi evalu three-dimension virtual realiti system vestibular rehabilit patient intract mania 's diseas chronic vestibular dysfunct method includ num2 patient num2 studi num2 control chronic imbal problem caus uncompens mania 's diseas virtual realiti vestibular rehabilit compris four train task modifi cawthorne-cooksey exercis eye head extens coordin exercis perform six train session num week measur task score balanc paramet obtain baselin final train session compar result signific improv observ extens coordin score patient earli stage mania 's diseas significantli greater improv center graviti sway trajectori excurs mediolater direct patient late stage mania 's diseas mild function disabl attribut mania 's diseas predictor improv statokinesigram maximum trajectori excurs anteroposterior direct rehabilit control group show no signific improv almost paramet conclus virtual realiti vestibular rehabilit may use patient mania 's diseas particular earli stage mild function disabl implic rehabilit chronic imbal caus uncompens mania 's diseas indic vestibular rehabilit interact virtual realiti video game integr vestibular rehabilit exercis protocol may assist patient mild disabl mania 's diseas not benefit treatment drug surgeri initi data studi support applic three-dimension virtual realiti technolog vestibular rehabilit program technolog give profession new tool guid patient vestibular rehabilit exercis three-dimension virtual realiti video game play virtual realiti vestibular exercis game provid patient step-wis interact dynam three-dimension interest rehabilit environ
661f1581541cba5a0803320c64f2801f,1054,1,1,stroke surgeri degen diseas impair motor abil balanc long-term rehabilit often way recov complet possibl lost skill effect type rehabilit follow three main rule first rehabilit exercis abl keep patient 's motiv high second exercis customiz depend patient 's need third patient 's perform evalu object inume. measur patient 's movement respect optim refer model meet report requir paper interact low-cost full bodi rehabilit framework gener 3d immers seriou game propos framework combin two natur user interfac nui hand bodi model respect head mount display hmd provid patient interact highli defin virtual environ play stimul rehabilit exercis paper present overal architectur framework includ environ gener pilot seriou game main featur use hand bodi model effect propos system shown group ninety-two patient first stage pool seven rehabilit therapist evalu result patient basi three refer rehabilit exercis confirm signific gradual recoveri patientsa skill moreov feedback receiv therapist patient use system point out remark result term motiv usabl custom second stage compar current state-of-the-art rehabilit area propos system observ latter consid concret contribut term versatil immers novelti final stage train gate recurr unit recurr neural network gru-rnn healthi subject inume. baselin also provid refer model object evalu degre patientsa perform estim effect last aspect propos approach use ntu rgb action recognit dataset obtain compar result current literatur action recognit
